language,typology,PMI,DD
German,Mixed,-0.8497417790561711,1
German,Mixed,1.3880461177265127,6
German,Mixed,2.0643190689199375,1
German,Mixed,2.103734681449073,1
German,Mixed,1.7545672870140783,1
German,Mixed,2.562615979241767,2
German,Mixed,1.7665628631567556,1
German,Mixed,9.841344192180706,1
German,Mixed,2.53209523136409,1
German,Mixed,2.4505677240231343,1
German,Mixed,3.3352516927186935,1
German,Mixed,2.6836766311651092,2
German,Mixed,-0.10171651703412675,3
German,Mixed,4.53460160307217,5
German,Mixed,3.9049418144556434,1
German,Mixed,3.74290966163194,2
German,Mixed,3.585750210475852,3
German,Mixed,2.53209523136409,1
German,Mixed,-1.1322642135574246,20
German,Mixed,4.5031306080984494,1
German,Mixed,4.184674864219532,2
German,Mixed,4.2859370222503355,2
German,Mixed,-1.0010854256888546,1
German,Mixed,-0.3857456638049691,5
German,Mixed,4.405814368884201,3
German,Mixed,1.766560485001113,1
German,Mixed,3.926939126552736,1
German,Mixed,2.754487652700538,1
German,Mixed,4.381880190179789,1
German,Mixed,-0.3857456638049691,1
German,Mixed,2.8642412334710246,1
German,Mixed,4.06218254618124,3
German,Mixed,2.0785893692974997,2
German,Mixed,3.3589205986123263,1
German,Mixed,4.113262439013108,2
German,Mixed,4.918723452079453,2
German,Mixed,3.8563978004195207,1
German,Mixed,2.7759442147019504,1
German,Mixed,-0.9431188937431945,5
German,Mixed,-2.686126439285186,7
German,Mixed,2.38009213791904,1
German,Mixed,5.102805606718323,1
German,Mixed,4.322715804642058,2
German,Mixed,2.904840854912741,1
German,Mixed,3.0961467063504053,1
German,Mixed,5.074138841655499,1
German,Mixed,4.853472132296215,7
German,Mixed,7.818023117946087,1
German,Mixed,8.817182141506716,4
German,Mixed,2.380201299302818,1
German,Mixed,3.152952101804144,4
German,Mixed,3.004038645831664,1
German,Mixed,2.1815979842799567,3
German,Mixed,-0.501926953025358,1
German,Mixed,5.884564720779829,1
German,Mixed,1.5977512690010116,1
German,Mixed,5.489904315176799,2
German,Mixed,5.384830056925703,3
German,Mixed,3.643373988081026,1
German,Mixed,2.8005101950800935,2
German,Mixed,3.643373988081026,1
German,Mixed,4.503288050283879,2
German,Mixed,-1.1360325579839419,1
German,Mixed,-1.10395805116611,9
German,Mixed,3.0512629160944913,1
German,Mixed,3.5227404129500517,2
German,Mixed,1.006318433671973,1
German,Mixed,6.5632933435297165,1
German,Mixed,2.7893631197697677,7
German,Mixed,6.349747597770258,8
German,Mixed,3.1558845416711905,9
German,Mixed,8.084320945673246,3
German,Mixed,4.7048003554684055,6
German,Mixed,2.853899289249566,2
German,Mixed,0.6614461573425414,5
German,Mixed,3.1888081246155444,1
German,Mixed,3.737753303920902,2
German,Mixed,1.6195272461266577,1
German,Mixed,2.758215941194258,1
German,Mixed,2.201700403680692,2
German,Mixed,0.5096210639058274,1
German,Mixed,0.44619568376419383,1
German,Mixed,4.731426500102671,1
German,Mixed,1.6586802676433436,1
German,Mixed,3.1452390643035053,2
German,Mixed,1.3221168263875842,1
German,Mixed,5.073061828258562,8
German,Mixed,3.163003953571361,3
German,Mixed,1.8914824720577221,1
German,Mixed,8.431123709199637,1
German,Mixed,2.813298989523338,1
German,Mixed,3.8500869116922822,2
German,Mixed,6.37064826558732,3
German,Mixed,1.9650546386401964,1
German,Mixed,0.7517612990559974,2
German,Mixed,0.07641574758790044,6
German,Mixed,6.732293243920203,1
German,Mixed,0.3941838038299182,3
German,Mixed,2.940116736890294,2
German,Mixed,3.093897114146177,1
German,Mixed,3.5128732514265715,9
German,Mixed,3.0762917105860135,2
German,Mixed,7.591730302109234,1
German,Mixed,3.667363976029504,3
German,Mixed,4.146463999381514,2
German,Mixed,3.0762917105860135,2
German,Mixed,3.667363976029504,3
German,Mixed,4.146463999381514,2
German,Mixed,4.767197631124493,1
German,Mixed,4.319828084790598,2
German,Mixed,4.8957611497153115,1
German,Mixed,3.768126952964421,2
German,Mixed,2.117758327881398,1
German,Mixed,-0.26734900210710305,5
German,Mixed,3.3320706230560964,19
German,Mixed,-1.9005721619365457,2
German,Mixed,5.96425437410543,1
German,Mixed,2.8642412334710246,1
German,Mixed,2.3259363678721345,2
German,Mixed,1.2910899307669597,1
German,Mixed,4.269352839505767,6
German,Mixed,1.4914532468667443,1
German,Mixed,2.2245682189911276,1
German,Mixed,4.247326533175768,4
German,Mixed,4.247326533175768,14
German,Mixed,2.2245682189911276,1
German,Mixed,3.0037709195290163,2
German,Mixed,1.473124614487267,1
German,Mixed,4.455862023692648,2
German,Mixed,5.202026263985299,3
German,Mixed,3.017892027773669,8
German,Mixed,4.17191421396837,1
German,Mixed,4.643373988081025,1
German,Mixed,3.9303983818632977,2
German,Mixed,6.035469716677733,2
German,Mixed,2.664198767371435,2
German,Mixed,3.2018225926698727,2
German,Mixed,3.6002497801709668,1
German,Mixed,3.3367879980212796,3
German,Mixed,5.362081540420264,1
German,Mixed,2.479432900968986,3
German,Mixed,2.2436427683645,1
German,Mixed,4.514902720102652,2
German,Mixed,4.580866823527289,1
German,Mixed,-3.5637121536931042,1
German,Mixed,3.340638232982846,4
German,Mixed,1.1667987983348413,3
German,Mixed,-1.7848097175628783,4
German,Mixed,6.982700041426248,1
German,Mixed,3.4197412768887223,1
German,Mixed,1.2270433331967667,1
German,Mixed,3.8831837434424656,1
German,Mixed,4.5086362585401005,10
German,Mixed,4.495380161837834,1
German,Mixed,1.548971428084129,3
German,Mixed,4.035691410859786,1
German,Mixed,4.737753303920902,2
German,Mixed,3.876391139279907,1
German,Mixed,2.081495100472911,1
German,Mixed,3.413589049907127,2
German,Mixed,3.3352516927186935,1
German,Mixed,2.6836766311651092,2
German,Mixed,8.060987427385813,5
German,Mixed,4.938829871607197,1
German,Mixed,5.220943971964731,2
German,Mixed,4.52519844988735,6
German,Mixed,5.317503481405236,9
German,Mixed,0.9480673834939514,5
German,Mixed,3.21469267582146,8
German,Mixed,5.695992806608086,3
German,Mixed,-0.32389446594439064,4
German,Mixed,1.5588594567007519,2
German,Mixed,5.21382592699196,9
German,Mixed,2.2245682189911276,1
German,Mixed,0.23023740260025674,7
German,Mixed,3.5851512322213783,1
German,Mixed,4.5031306080984494,1
German,Mixed,4.184674864219532,2
German,Mixed,5.584699461636012,4
German,Mixed,-1.5920408814429445,2
German,Mixed,4.932339194028667,1
German,Mixed,1.411467904334194,1
German,Mixed,-0.1209475421792861,4
German,Mixed,4.058411487359869,2
German,Mixed,9.303449945116329,1
German,Mixed,3.481413550661116,3
German,Mixed,4.06957596796165,7
German,Mixed,6.280241155648504,1
German,Mixed,7.556654591283497,1
German,Mixed,7.288803169151928,3
German,Mixed,1.599681941809573,1
German,Mixed,1.9462570431860704,1
German,Mixed,0.20499750448689658,8
German,Mixed,2.4925242538637815,6
German,Mixed,1.6916535172481426,3
German,Mixed,2.5886787597304575,1
German,Mixed,3.7403580522447597,2
German,Mixed,2.904840854912741,1
German,Mixed,3.0961467063504053,1
German,Mixed,6.799795448492879,7
German,Mixed,-2.8405495496034066,3
German,Mixed,2.2149050554833907,1
German,Mixed,-0.6195242223196632,1
German,Mixed,0.41389166029961355,7
German,Mixed,0.30452497738900514,1
German,Mixed,0.9277646027282516,4
German,Mixed,4.058411487359869,2
German,Mixed,9.303449945116329,1
German,Mixed,6.169966939642077,3
German,Mixed,2.581004831845036,2
German,Mixed,0.08080719170850661,2
German,Mixed,4.52979263893302,1
German,Mixed,3.306846758442538,1
German,Mixed,5.011845384813647,2
German,Mixed,8.968624856214525,4
German,Mixed,5.403642972777531,1
German,Mixed,2.420954830018176,6
German,Mixed,2.2245682189911276,5
German,Mixed,5.016333946684671,1
German,Mixed,-0.1209475421792861,4
German,Mixed,3.274140178415307,2
German,Mixed,2.863284186004761,3
German,Mixed,1.2671600957155957,1
German,Mixed,3.160126453977132,1
German,Mixed,3.6155208654439845,1
German,Mixed,4.054469075571442,12
German,Mixed,5.303292997785556,1
German,Mixed,3.8773876421719353,1
German,Mixed,6.7749296544546445,1
German,Mixed,2.4169595206426093,2
German,Mixed,3.7544053004697693,1
German,Mixed,4.472482738960696,2
German,Mixed,2.6654943567812883,1
German,Mixed,4.8555401963742515,1
German,Mixed,4.416538916653041,1
German,Mixed,4.581132629096731,12
German,Mixed,5.299356615260211,1
German,Mixed,2.3129040698506045,13
German,Mixed,4.523750687557235,1
German,Mixed,4.737753303920901,2
German,Mixed,2.2975991512392957,2
German,Mixed,4.911733520072104,1
German,Mixed,4.197184922558199,5
German,Mixed,-2.580848066007134,1
German,Mixed,2.4755117029977223,1
German,Mixed,2.9805719649722233,1
German,Mixed,1.006318433671973,1
German,Mixed,6.136964027640787,3
German,Mixed,3.799867556204547,4
German,Mixed,0.02499842218793192,1
German,Mixed,2.2049209669107688,6
German,Mixed,0.782283701156088,2
German,Mixed,2.5886787597304575,1
German,Mixed,1.117982833137072,1
German,Mixed,0.8212420787691099,1
German,Mixed,6.748234787789224,2
German,Mixed,4.8957611497153115,1
German,Mixed,3.768126952964421,2
German,Mixed,2.105798614670562,24
German,Mixed,5.268454523760125,2
German,Mixed,1.1417960465782557,28
German,Mixed,0.996704675935379,1
German,Mixed,-0.0068447269775106295,1
German,Mixed,6.901940176465275,1
German,Mixed,2.700278598502239,2
German,Mixed,2.107321087840816,1
German,Mixed,2.547890141618718,2
German,Mixed,5.766382134499484,2
German,Mixed,2.2636278771433442,1
German,Mixed,3.048358732496048,2
German,Mixed,2.748713887169405,1
German,Mixed,2.370879633568073,1
German,Mixed,5.251551119037494,20
German,Mixed,4.3212991681408885,1
German,Mixed,-1.682287022030148,7
German,Mixed,12.040415539282534,1
German,Mixed,5.270108674571062,16
German,Mixed,3.8143745855238143,3
German,Mixed,-0.940062558965506,1
German,Mixed,3.2302141282234684,1
German,Mixed,1.9139217634408348,2
German,Mixed,1.562146816831862,1
German,Mixed,0.10588648682383596,7
German,Mixed,2.1049540732969,1
German,Mixed,1.2799382816288918,2
German,Mixed,1.8559955685830576,2
German,Mixed,5.255224437485083,1
German,Mixed,2.2245682189911276,6
German,Mixed,4.372919480154837,7
German,Mixed,3.372896636514836,1
German,Mixed,4.055888751694469,1
German,Mixed,5.9927240335232295,1
German,Mixed,2.1314332647784746,2
German,Mixed,3.3352516927186935,1
German,Mixed,2.6836766311651092,2
German,Mixed,3.377505472020628,1
German,Mixed,2.124473599556219,2
German,Mixed,3.5346614385433903,1
German,Mixed,4.008563044227976,4
German,Mixed,-0.5716754213256379,2
German,Mixed,0.08112981807229938,3
German,Mixed,3.7238866106325292,1
German,Mixed,2.420954830018176,8
German,Mixed,2.2245682189911276,7
German,Mixed,2.320702440411012,6
German,Mixed,5.362834788911083,2
German,Mixed,3.7212021276570537,3
German,Mixed,2.320702440411012,2
German,Mixed,2.6597507919196284,1
German,Mixed,3.7325409806840795,7
German,Mixed,5.362834788911083,1
German,Mixed,3.7212021276570537,2
German,Mixed,7.82260762959912,1
German,Mixed,0.6531974645724075,2
German,Mixed,1.8698772774522892,1
German,Mixed,5.362081540420264,1
German,Mixed,2.973526154707648,2
German,Mixed,-0.10171651703412675,1
German,Mixed,3.3110772122458028,2
German,Mixed,5.016333946684671,7
German,Mixed,3.1239313954359003,1
German,Mixed,2.813298989523338,1
German,Mixed,3.8500869116922822,2
German,Mixed,2.3854726958012495,43
German,Mixed,3.218896106028814,1
German,Mixed,4.603576544957343,37
German,Mixed,-1.10395805116611,15
German,Mixed,3.093897114146177,3
German,Mixed,13.011269193623018,2
German,Mixed,-1.10395805116611,7
German,Mixed,13.873765669873084,2
German,Mixed,-1.1360325579839419,1
German,Mixed,-1.10395805116611,7
German,Mixed,5.509638975681813,2
German,Mixed,5.164822890124151,44
German,Mixed,0.9520362856968968,1
German,Mixed,4.267511893840351,3
German,Mixed,5.865455897832124,6
German,Mixed,5.865455897832124,3
German,Mixed,4.426306692901862,1
German,Mixed,0.6170610831917293,1
German,Mixed,4.057887537820466,1
German,Mixed,-0.4365199570131149,1
German,Mixed,1.4461290248073717,8
German,Mixed,-0.5912618884213781,1
German,Mixed,1.0552815344985562,1
German,Mixed,1.0552815344985562,1
German,Mixed,0.6757537810022848,1
German,Mixed,3.824758731746258,3
German,Mixed,3.1841615320522827,12
German,Mixed,3.8657664094174735,1
German,Mixed,3.7459823360578457,1
German,Mixed,2.698852953727719,5
German,Mixed,3.792100673160857,1
German,Mixed,4.054469075571442,13
German,Mixed,7.818023117946087,1
German,Mixed,-0.37772391349903406,6
German,Mixed,2.0466684041938485,1
German,Mixed,6.732293243920203,13
German,Mixed,3.515618440882653,2
German,Mixed,3.953481994976339,3
German,Mixed,5.3414770500785185,1
German,Mixed,2.421592121607901,2
German,Mixed,-1.1360325579839419,1
German,Mixed,-1.10395805116611,10
German,Mixed,0.6846471031974602,1
German,Mixed,3.223180131091144,2
German,Mixed,0.5373262140812454,1
German,Mixed,-1.10395805116611,12
German,Mixed,4.3077709562965865,1
German,Mixed,4.223180131091143,2
German,Mixed,5.011845384813647,5
German,Mixed,8.968624856214525,7
German,Mixed,5.303292997785556,2
German,Mixed,2.9029329267323987,1
German,Mixed,3.423304204740339,2
German,Mixed,2.724740309306486,3
German,Mixed,8.401146619003462,2
German,Mixed,12.040415539282534,1
German,Mixed,1.4683920942688766,1
German,Mixed,5.041796329026689,5
German,Mixed,6.515843316121689,1
German,Mixed,1.9294396035102692,1
German,Mixed,0.5310495200868666,7
German,Mixed,3.3070098091667957,2
German,Mixed,2.401396060091137,1
German,Mixed,0.5310495200868666,7
German,Mixed,4.737753303920901,2
German,Mixed,7.845196517676313,1
German,Mixed,4.3984006963319775,1
German,Mixed,3.5376547567059906,1
German,Mixed,-1.6091294578249142,8
German,Mixed,-0.10171651703412675,6
German,Mixed,2.814066544826065,4
German,Mixed,2.1087131882783914,1
German,Mixed,4.53460160307217,1
German,Mixed,0.08868479090935485,7
German,Mixed,2.7086302698354663,6
German,Mixed,3.7544053004697693,1
German,Mixed,-0.10171651703412675,1
German,Mixed,1.3652929519739243,9
German,Mixed,2.8607856748348057,4
German,Mixed,4.035691410859786,1
German,Mixed,4.737753303920902,2
German,Mixed,4.260716281723441,1
German,Mixed,3.201700403680692,1
German,Mixed,5.216853327272912,1
German,Mixed,3.932256877394989,1
German,Mixed,5.695992806608086,1
German,Mixed,1.0732439062597998,6
German,Mixed,1.006318433671973,5
German,Mixed,2.210903124925894,4
German,Mixed,4.561707819009782,3
German,Mixed,3.25232647675066,1
German,Mixed,-2.791952915397642,6
German,Mixed,7.453920376098216,1
German,Mixed,5.160637415100542,2
German,Mixed,3.4289321623086852,3
German,Mixed,3.191058313529023,4
German,Mixed,2.9067647883234256,2
German,Mixed,5.684666600139919,2
German,Mixed,5.050687982269545,14
German,Mixed,0.3885911042755991,1
German,Mixed,1.3880095312802823,2
German,Mixed,10.596231694344175,1
German,Mixed,4.290294326949681,2
German,Mixed,3.237009242190255,1
German,Mixed,3.291800878416078,7
German,Mixed,-0.4365199570131149,1
German,Mixed,1.4461290248073717,4
German,Mixed,2.473124614487267,1
German,Mixed,2.2245682189911276,1
German,Mixed,4.732540980684079,11
German,Mixed,3.778704363894243,7
German,Mixed,7.4495764722247095,10
German,Mixed,5.7882328557211435,2
German,Mixed,9.463325882332668,1
German,Mixed,9.069821375978131,1
German,Mixed,0.6060958128078668,5
German,Mixed,0.9277646027282516,4
German,Mixed,4.5031306080984494,1
German,Mixed,1.527453416358762,2
German,Mixed,4.550526629833374,1
German,Mixed,4.984079747680044,10
German,Mixed,2.2636278771433442,1
German,Mixed,1.0020900051373318,2
German,Mixed,2.8005101950800935,3
German,Mixed,2.113423737617507,6
German,Mixed,2.969500543671388,3
German,Mixed,3.2604860897922863,1
German,Mixed,1.7554223055515552,3
German,Mixed,4.8957611497153115,1
German,Mixed,3.768126952964421,2
German,Mixed,3.9828396278073623,7
German,Mixed,2.3741873552656365,1
German,Mixed,-0.5293606489023277,8
German,Mixed,0.413193424374219,7
German,Mixed,2.547998233803912,2
German,Mixed,2.871673990977542,1
German,Mixed,2.248844440665879,3
German,Mixed,9.067699443784052,1
German,Mixed,-1.9341480885111908,1
German,Mixed,4.702987885760225,4
German,Mixed,2.813298989523338,1
German,Mixed,7.333760951358297,2
German,Mixed,4.058411487359869,2
German,Mixed,9.303449945116329,1
German,Mixed,3.481413550661116,3
German,Mixed,5.683793160696839,1
German,Mixed,5.672899637293025,1
German,Mixed,3.121222108177914,1
German,Mixed,2.6718199950307033,1
German,Mixed,2.5517650637268314,1
German,Mixed,1.503526079167319,1
German,Mixed,-0.10171651703412675,1
German,Mixed,3.0643190689199375,2
German,Mixed,5.080464284104386,7
German,Mixed,2.2245682189911276,1
German,Mixed,4.139425545113701,6
German,Mixed,3.0908329650522472,1
German,Mixed,4.10032338330561,2
German,Mixed,5.075428694207088,8
German,Mixed,3.2604860897922863,1
German,Mixed,1.7554223055515552,2
German,Mixed,3.737753303920902,1
German,Mixed,5.2161850519390045,5
German,Mixed,5.30462813631361,2
German,Mixed,1.419658025399724,1
German,Mixed,2.2245682189911276,1
German,Mixed,1.5160568056113939,7
German,Mixed,4.25232647675066,2
German,Mixed,3.7187351811590488,9
German,Mixed,5.216853327272912,1
German,Mixed,7.446891025057955,2
German,Mixed,3.8831837434424656,1
German,Mixed,3.357005521540759,1
German,Mixed,-1.239304589297142,3
German,Mixed,5.702839144585698,2
German,Mixed,2.2703401671993166,3
German,Mixed,2.95925142806501,6
German,Mixed,-2.686126439285186,5
German,Mixed,0.5580705932600849,2
German,Mixed,2.65585422356458,1
German,Mixed,1.667363976029504,2
German,Mixed,5.949739842651849,2
German,Mixed,9.067699443784052,1
German,Mixed,1.084204238285859,1
German,Mixed,2.8340908081693854,1
German,Mixed,1.9462570431860704,1
German,Mixed,-0.6234029110667366,1
German,Mixed,4.051035521928563,7
German,Mixed,3.3110772122458028,1
German,Mixed,4.218645172142271,13
German,Mixed,11.169698556227502,1
German,Mixed,4.010074956212988,16
German,Mixed,2.675753781002285,1
German,Mixed,4.316361149837042,3
German,Mixed,3.2631019069628584,1
German,Mixed,5.008695249959192,2
German,Mixed,3.2772709364437644,1
German,Mixed,6.883635913897145,10
German,Mixed,3.6706942087536087,1
German,Mixed,5.076841152996215,10
German,Mixed,0.020696306329475382,11
German,Mixed,-0.45278638596267773,2
German,Mixed,3.429833204168635,6
German,Mixed,1.613018025654322,2
German,Mixed,3.305014940049815,3
German,Mixed,1.3828601086537098,1
German,Mixed,3.807382880721989,1
German,Mixed,10.900237881234276,2
German,Mixed,0.25978371382809146,1
German,Mixed,1.1024603558722883,5
German,Mixed,1.473124614487267,1
German,Mixed,2.8607856748348057,1
German,Mixed,2.2245682189911276,1
German,Mixed,6.10107620442816,4
German,Mixed,-0.44741691720968585,15
German,Mixed,-0.4074408090475538,10
German,Mixed,0.03905522008397286,16
German,Mixed,4.218822826391798,3
German,Mixed,2.408273470137299,2
German,Mixed,6.073571704581554,3
German,Mixed,3.3969683346390793,1
German,Mixed,2.3179704260112426,1
German,Mixed,3.152790803199746,2
German,Mixed,8.160698343404242,1
German,Mixed,-1.001630450591547,1
German,Mixed,1.758215941194258,1
German,Mixed,2.4524658533687167,1
German,Mixed,0.7009745215291789,3
German,Mixed,3.371747594112185,1
German,Mixed,3.737753303920902,2
German,Mixed,8.873765669873084,1
German,Mixed,4.256887989075165,1
German,Mixed,2.65585422356458,1
German,Mixed,2.332586902172486,1
German,Mixed,3.737753303920902,1
German,Mixed,2.664198767371435,1
German,Mixed,2.332586902172486,1
German,Mixed,5.348835798061671,1
German,Mixed,3.467000203142205,2
German,Mixed,3.2434819955286627,1
German,Mixed,4.124437693051515,1
German,Mixed,6.515843316121689,1
German,Mixed,3.1737358665069864,3
German,Mixed,4.5031306080984494,1
German,Mixed,4.184674864219532,2
German,Mixed,-0.04422791266807548,21
German,Mixed,-0.06640389121248663,27
German,Mixed,4.571950471121386,28
German,Mixed,2.5762181074513704,1
German,Mixed,3.5839341628837076,1
German,Mixed,1.9172245068427056,1
German,Mixed,-1.0010854256888546,2
German,Mixed,1.7282065710771002,7
German,Mixed,5.356940045311947,5
German,Mixed,-0.15213393279336174,4
German,Mixed,1.9290658308639073,2
German,Mixed,2.826723356737219,1
German,Mixed,5.707683252864891,4
German,Mixed,5.462254681861013,6
German,Mixed,1.3080923402517373,1
German,Mixed,2.0657668312500523,4
German,Mixed,3.9306559401614964,4
German,Mixed,2.820215464112875,5
German,Mixed,3.5121458312923886,1
German,Mixed,1.2671600957155957,1
German,Mixed,5.095535850661739,1
German,Mixed,5.010074956212988,6
German,Mixed,0.8446201981726423,2
German,Mixed,5.586014143010724,1
German,Mixed,8.440806262596977,1
German,Mixed,5.1052805643088925,2
German,Mixed,2.9924805418082236,1
German,Mixed,3.523750687557235,1
German,Mixed,4.787763897416201,1
German,Mixed,4.207238587222122,2
German,Mixed,3.162437635589255,6
German,Mixed,3.719263154060791,1
German,Mixed,4.25232647675066,1
German,Mixed,0.23023740260025674,5
German,Mixed,3.2417570045645037,1
German,Mixed,4.283076558124971,2
German,Mixed,4.055888751694469,1
German,Mixed,3.371747594112185,1
German,Mixed,3.737753303920902,2
German,Mixed,2.826723356737219,1
German,Mixed,2.082403628165203,4
German,Mixed,2.38703423482124,2
German,Mixed,5.462254681861013,6
German,Mixed,2.2245682189911276,13
German,Mixed,3.201700403680692,1
German,Mixed,2.758398117235298,14
German,Mixed,2.998027390210755,2
German,Mixed,14.33319728851038,1
German,Mixed,2.9396153016879665,13
German,Mixed,0.8201976378692039,12
German,Mixed,2.2703401671993166,2
German,Mixed,-0.14829404226181947,2
German,Mixed,5.7749296544546445,1
German,Mixed,2.3880461177265127,2
German,Mixed,-0.7090274437203595,10
German,Mixed,3.737753303920902,1
German,Mixed,2.523750687557235,2
German,Mixed,4.3793763378344535,3
German,Mixed,-5.073929456158656,1
German,Mixed,2.4149116919937508,1
German,Mixed,0.7313481705726976,1
German,Mixed,0.5124808068926145,3
German,Mixed,4.571950471121386,5
German,Mixed,3.5121458312923886,1
German,Mixed,1.5606229044006183,1
German,Mixed,2.904840854912741,1
German,Mixed,-0.5351166915082621,1
German,Mixed,1.874657849416363,2
German,Mixed,3.863284186004761,3
German,Mixed,3.2302141282234684,1
German,Mixed,-0.1209475421792861,5
German,Mixed,4.3077709562965865,1
German,Mixed,4.223180131091143,2
German,Mixed,3.2604860897922863,1
German,Mixed,2.7520261352276245,2
German,Mixed,3.0762917105860135,1
German,Mixed,3.3524864596101906,1
German,Mixed,0.2272556206589907,9
German,Mixed,4.571950471121386,4
German,Mixed,4.836019066023422,1
German,Mixed,3.825216145171241,2
German,Mixed,2.904840854912741,1
German,Mixed,2.667363976029504,2
German,Mixed,4.510360939009562,1
German,Mixed,-0.10530090208645858,6
German,Mixed,3.6002497801709668,1
German,Mixed,2.5464707640573185,1
German,Mixed,-2.321665961135485,1
German,Mixed,1.9762628922547416,1
German,Mixed,-0.45340519894079506,7
German,Mixed,1.3080923402517373,6
German,Mixed,3.805954886083462,2
German,Mixed,3.3384359073420358,1
German,Mixed,1.1594046163214031,1
German,Mixed,3.2674109342974496,1
German,Mixed,4.090055047851783,2
German,Mixed,2.998027390210755,1
German,Mixed,5.839109187797398,2
German,Mixed,5.362834788911083,1
German,Mixed,3.7212021276570537,2
German,Mixed,3.177710415732214,1
German,Mixed,5.00901674189164,2
German,Mixed,0.7665010323840639,1
German,Mixed,3.4524658533687167,1
German,Mixed,5.027819502882895,1
German,Mixed,6.102936623840594,6
German,Mixed,2.690860673392493,2
German,Mixed,5.840342668335633,5
German,Mixed,4.345009678763595,2
German,Mixed,3.1475784799629234,16
German,Mixed,5.126819919796126,19
German,Mixed,5.010074956212988,2
German,Mixed,2.285937022250335,1
German,Mixed,4.52519844988735,3
German,Mixed,5.667435022002034,1
German,Mixed,4.989972375251276,2
German,Mixed,9.067699443784052,1
German,Mixed,6.503601389332873,5
German,Mixed,4.050355001972331,1
German,Mixed,1.9218834516902963,8
German,Mixed,2.474718898087108,1
German,Mixed,1.7836339983600544,1
German,Mixed,3.8563978004195207,1
German,Mixed,-1.9341480885111908,1
German,Mixed,2.302056687613612,1
German,Mixed,3.1452390643035053,1
German,Mixed,3.8396329179401154,2
German,Mixed,7.793108006527858,1
German,Mixed,5.667435022002034,1
German,Mixed,4.989972375251276,1
German,Mixed,6.503601389332873,2
German,Mixed,-0.9888942274184872,1
German,Mixed,1.724740309306486,1
German,Mixed,-0.4365199570131149,2
German,Mixed,-2.9941708969424,6
German,Mixed,3.4734489866387137,1
German,Mixed,4.655291143728928,2
German,Mixed,4.867503352647561,1
German,Mixed,2.5803342159236022,1
German,Mixed,2.8572105976397273,1
German,Mixed,0.3197253357066185,3
German,Mixed,3.6788596148673336,2
German,Mixed,1.7163957654996307,6
German,Mixed,3.7544053004697693,1
German,Mixed,4.472482738960696,2
German,Mixed,2.2245682189911276,1
German,Mixed,2.2703401671993166,2
German,Mixed,2.4094705542285237,6
German,Mixed,3.3013582662207868,2
German,Mixed,2.597751269001012,1
German,Mixed,4.00901674189164,4
German,Mixed,5.216853327272912,1
German,Mixed,3.832407812471043,2
German,Mixed,4.223180131091143,3
German,Mixed,5.230696619359982,1
German,Mixed,6.702505457746952,3
German,Mixed,5.869877277452289,8
German,Mixed,2.307780843966194,1
German,Mixed,2.961257329449619,2
German,Mixed,2.355082713531651,1
German,Mixed,3.3384359073420358,1
German,Mixed,3.737753303920902,1
German,Mixed,4.276130666803031,8
German,Mixed,2.7647587870610297,1
German,Mixed,3.7187351811590488,2
German,Mixed,-0.13782373889932534,4
German,Mixed,5.362081540420264,1
German,Mixed,5.326777698510116,17
German,Mixed,2.9396153016879665,1
German,Mixed,2.2703401671993166,2
German,Mixed,3.189267495601013,1
German,Mixed,2.53209523136409,1
German,Mixed,7.82260762959912,1
German,Mixed,6.6052768339471815,3
German,Mixed,0.8793020236989519,1
German,Mixed,0.6105772298953033,1
German,Mixed,0.10588648682383596,1
German,Mixed,2.0466684041938485,1
German,Mixed,6.54473529201213,1
German,Mixed,2.456160970780741,1
German,Mixed,5.701383622635249,13
German,Mixed,1.4553380323800522,1
German,Mixed,4.768612251507223,2
German,Mixed,4.954143889351494,3
German,Mixed,3.965891753739694,6
German,Mixed,5.695992806608086,1
German,Mixed,2.758215941194258,1
German,Mixed,2.8499861190810076,3
German,Mixed,2.0567093466231854,1
German,Mixed,0.044355240241408016,1
German,Mixed,2.107321087840816,1
German,Mixed,2.547890141618718,2
German,Mixed,6.319325653213853,6
German,Mixed,2.8616643186697495,3
German,Mixed,3.7704501693666783,1
German,Mixed,1.6371023383627938,2
German,Mixed,4.974579896556399,1
German,Mixed,3.8270206420179895,2
German,Mixed,3.0576314539500533,6
German,Mixed,3.332479608187365,3
German,Mixed,-0.3604203419695049,1
German,Mixed,2.910417661116678,6
German,Mixed,0.2272556206589907,4
German,Mixed,3.893116379058853,2
German,Mixed,3.453217031905953,3
German,Mixed,2.6857529158084583,1
German,Mixed,6.1354891305545305,1
German,Mixed,11.282571215440413,2
German,Mixed,2.256189678856283,6
German,Mixed,3.1452390643035053,1
German,Mixed,3.8396329179401154,2
German,Mixed,1.3631048827727952,3
German,Mixed,3.0512629160944913,1
German,Mixed,3.5227404129500517,2
German,Mixed,-1.207918994317848,5
German,Mixed,2.9799842858585106,4
German,Mixed,5.96425437410543,1
German,Mixed,1.083937513990191,2
German,Mixed,5.054399395306708,1
German,Mixed,1.5133475183534075,14
German,Mixed,5.008101495608364,1
German,Mixed,1.5133475183534075,4
German,Mixed,3.3589205986123263,1
German,Mixed,4.113262439013108,2
German,Mixed,14.807128476842793,2
German,Mixed,4.515618440882653,2
German,Mixed,1.9636967966536052,10
German,Mixed,5.994359632197987,7
German,Mixed,0.3475133703992607,7
